timestamp,direction,vehicle_count,density,green_time,event
2026-04-15T16:06:52.098331,W,21,Medium,26,NORMAL
2026-04-15T16:06:55.102847,N,19,Low,18,NORMAL
2026-04-15T16:06:55.102881,S,20,Low,18,NORMAL
2026-04-15T16:06:55.102895,E,31,Medium,25,NORMAL
2026-04-15T16:06:55.102908,W,38,Medium,25,NORMAL
2026-04-15T16:06:58.101002,N,39,Medium,26,NORMAL
2026-04-15T16:06:58.101046,S,33,Medium,26,NORMAL
2026-04-15T16:06:58.101068,E,16,Low,15,NORMAL
2026-04-15T16:06:58.101083,W,20,Low,15,NORMAL
2026-04-15T16:07:01.096774,N,15,Low,26,NORMAL
2026-04-15T16:07:01.096874,S,25,Medium,26,NORMAL
2026-04-15T16:07:01.096895,E,29,Medium,20,NORMAL
2026-04-15T16:07:01.096909,W,40,Medium,20,NORMAL
2026-04-15T16:07:04.091013,N,27,Medium,26,NORMAL
2026-04-15T16:07:04.091043,S,28,Medium,26,NORMAL
2026-04-15T16:07:04.091056,E,18,Low,9,NORMAL
2026-04-15T16:07:04.091067,W,20,Low,9,NORMAL
2026-04-15T16:07:07.094844,N,22,Medium,26,NORMAL
2026-04-15T16:07:07.094879,S,33,Medium,26,NORMAL
2026-04-15T16:07:07.094894,E,20,Low,14,NORMAL
2026-04-15T16:07:07.094906,W,25,Medium,14,NORMAL
2026-04-15T16:07:10.140602,N,33,Medium,26,NORMAL
2026-04-15T16:07:10.140631,S,32,Medium,26,NORMAL
2026-04-15T16:07:10.140638,E,30,Medium,10,NORMAL
2026-04-15T16:07:10.140644,W,27,Medium,10,NORMAL
2026-04-15T16:07:13.242880,N,34,Medium,26,NORMAL
2026-04-15T16:07:13.242906,S,37,Medium,26,NORMAL
2026-04-15T16:07:13.242912,E,16,Low,7,NORMAL
2026-04-15T16:07:13.242917,W,32,Medium,7,NORMAL
2026-04-15T16:07:16.109957,N,26,Medium,26,NORMAL
2026-04-15T16:07:16.109974,S,25,Medium,26,NORMAL
2026-04-15T16:07:16.109979,E,38,Medium,4,NORMAL
2026-04-15T16:07:16.109984,W,24,Medium,4,NORMAL
2026-04-15T16:07:19.096315,N,37,Medium,26,NORMAL
2026-04-15T16:07:19.096350,S,34,Medium,26,NORMAL
2026-04-15T16:07:19.096364,E,19,Low,2,NORMAL
2026-04-15T16:07:19.096378,W,33,Medium,2,NORMAL
2026-04-15T16:07:22.095278,N,21,Medium,34,NORMAL
2026-04-15T16:07:22.095326,S,54,High,34,ACCIDENT
2026-04-15T16:07:22.095337,E,25,Medium,26,NORMAL
2026-04-15T16:07:22.095345,W,36,Medium,26,NORMAL
2026-04-15T16:07:25.107335,N,20,Low,22,NORMAL
2026-04-15T16:07:25.108029,S,29,Medium,22,NORMAL
2026-04-15T16:07:25.108044,E,20,Low,26,NORMAL
2026-04-15T16:07:25.108050,W,22,Medium,26,NORMAL
2026-04-15T16:07:28.104737,N,34,Medium,19,NORMAL
2026-04-15T16:07:28.104752,S,18,Low,19,NORMAL
2026-04-15T16:07:28.104757,E,16,Low,26,NORMAL
2026-04-15T16:07:28.104761,W,29,Medium,26,NORMAL
2026-04-15T16:07:31.091274,N,21,Medium,17,NORMAL
2026-04-15T16:07:31.091309,S,34,Medium,17,NORMAL
2026-04-15T16:07:31.091592,E,39,Medium,26,NORMAL
2026-04-15T16:07:31.092013,W,23,Medium,26,NORMAL
2026-04-15T16:07:34.106256,N,22,Medium,13,NORMAL
2026-04-15T16:07:34.106271,S,17,Low,13,NORMAL
2026-04-15T16:07:34.106309,E,52,High,35,ACCIDENT
2026-04-15T16:07:34.106319,W,24,Medium,35,NORMAL
2026-04-15T16:07:37.132160,N,23,Medium,10,NORMAL
2026-04-15T16:07:37.132178,S,29,Medium,10,NORMAL
2026-04-15T16:07:37.132184,E,25,Medium,26,NORMAL
2026-04-15T16:07:37.132189,W,35,Medium,26,NORMAL
2026-04-15T16:07:40.097332,N,38,Medium,7,NORMAL
2026-04-15T16:07:40.097350,S,36,Medium,7,NORMAL
2026-04-15T16:07:40.097355,E,48,Medium,26,ACCIDENT
2026-04-15T16:07:40.097359,W,39,Medium,26,NORMAL
2026-04-15T16:07:43.106903,N,34,Medium,4,NORMAL
2026-04-15T16:07:43.106937,S,33,Medium,4,NORMAL
2026-04-15T16:07:43.106957,E,40,Medium,26,NORMAL
2026-04-15T16:07:43.106969,W,35,Medium,26,NORMAL
2026-04-15T16:07:46.107449,N,22,Medium,10,NORMAL
2026-04-15T16:07:46.107915,S,60,High,10,ACCIDENT
2026-04-15T16:07:46.107971,E,35,Medium,26,NORMAL
2026-04-15T16:07:46.107986,W,26,Medium,26,NORMAL
2026-04-15T16:07:49.103185,N,28,Medium,26,NORMAL
2026-04-15T16:07:49.103212,S,39,Medium,26,NORMAL
2026-04-15T16:07:49.103225,E,18,Low,25,NORMAL
2026-04-15T16:07:49.103238,W,36,Medium,25,NORMAL
2026-04-15T16:07:52.099311,N,32,Medium,26,NORMAL
2026-04-15T16:07:52.099324,S,31,Medium,26,NORMAL
2026-04-15T16:07:52.099329,E,22,Medium,23,NORMAL
2026-04-15T16:07:52.099334,W,28,Medium,23,NORMAL
2026-04-15T16:07:55.160385,N,39,Medium,26,NORMAL
2026-04-15T16:07:55.160406,S,35,Medium,26,NORMAL
2026-04-15T16:07:55.160411,E,28,Medium,19,NORMAL
2026-04-15T16:07:55.160416,W,19,Low,19,NORMAL
2026-04-15T16:07:58.104809,N,35,Medium,26,NORMAL
2026-04-15T16:07:58.104857,S,16,Low,26,NORMAL
2026-04-15T16:07:58.104874,E,32,Medium,16,NORMAL
2026-04-15T16:07:58.104889,W,28,Medium,16,NORMAL
2026-04-15T16:08:01.094584,N,33,Medium,26,NORMAL
2026-04-15T16:08:01.094602,S,36,Medium,26,NORMAL
2026-04-15T16:08:01.094607,E,35,Medium,14,NORMAL
2026-04-15T16:08:01.094611,W,22,Medium,14,NORMAL
2026-04-15T16:08:04.106066,N,23,Medium,26,NORMAL
2026-04-15T16:08:04.106101,S,27,Medium,26,NORMAL
2026-04-15T16:08:04.106115,E,15,Low,10,NORMAL
2026-04-15T16:08:04.106127,W,31,Medium,10,NORMAL
2026-04-15T16:08:07.096058,N,16,Low,18,NORMAL
2026-04-15T16:08:07.096070,S,18,Low,18,NORMAL
2026-04-15T16:08:07.096074,E,32,Medium,8,NORMAL
2026-04-15T16:08:07.096078,W,35,Medium,8,NORMAL
2026-04-15T16:08:10.103527,N,30,Medium,26,NORMAL
2026-04-15T16:08:10.103601,S,29,Medium,26,NORMAL
2026-04-15T16:08:10.103605,E,37,Medium,4,NORMAL
2026-04-15T16:08:10.103607,W,20,Low,4,NORMAL
2026-04-15T16:08:13.547021,N,22,Medium,26,NORMAL
2026-04-15T16:08:13.547060,S,25,Medium,26,NORMAL
2026-04-15T16:08:13.547071,E,16,Low,1,NORMAL
2026-04-15T16:08:13.547081,W,30,Medium,1,NORMAL
2026-04-15T16:08:16.552287,N,31,Medium,25,NORMAL
2026-04-15T16:08:16.552304,S,37,Medium,25,NORMAL
2026-04-15T16:08:16.552309,E,40,Medium,26,NORMAL
2026-04-15T16:08:16.552315,W,30,Medium,26,NORMAL
2026-04-15T16:08:19.544438,N,27,Medium,23,NORMAL
2026-04-15T16:08:19.544465,S,19,Low,23,NORMAL
2026-04-15T16:08:19.544472,E,40,Medium,35,NORMAL
2026-04-15T16:08:19.544482,W,56,High,35,ACCIDENT
2026-04-15T16:08:22.542682,N,27,Medium,20,NORMAL
2026-04-15T16:08:22.542695,S,31,Medium,20,NORMAL
2026-04-15T16:08:22.542699,E,25,Medium,26,NORMAL
2026-04-15T16:08:22.542702,W,15,Low,26,NORMAL
